ts,agent_id,throttle,steer,brake
15545920,0,0.8921038508415222,-0.02775060199201107,0.0
15545921,0,0.8999999761581421,-0.00893554650247097,0.0
15545922,0,0.8999999761581421,0.005214477423578501,0.0
15545923,0,0.8999999761581421,0.0018572852713987231,0.0
15545924,0,0.8999999761581421,0.0035248370841145515,0.0
15545925,0,0.8999999761581421,0.0030788606964051723,0.0
15545926,0,0.8999999761581421,0.0046515739522874355,0.0
15545927,0,0.8999999761581421,0.008971303701400757,0.0
15545928,0,0.8999999761581421,0.007166569586843252,0.0
15545929,0,0.8999999761581421,0.006776448339223862,0.0
15545930,0,0.8999999761581421,0.007212563883513212,0.0
15545931,0,0.8999999761581421,0.007334315683692694,0.0
15545932,0,0.8999999761581421,0.0074171340093016624,0.0
15545933,0,0.8999999761581421,0.008358706720173359,0.0
15545934,0,0.8999999761581421,0.007378373295068741,0.0
15545935,0,0.8999999761581421,0.00796743668615818,0.0
15545936,0,0.8999999761581421,0.007820939645171165,0.0
15545937,0,0.8999999761581421,0.007415889296680689,0.0
15545938,0,0.8999999761581421,0.006495111156255007,0.0
15545939,0,0.8999999761581421,0.007519557606428862,0.0
15545940,0,0.8999999761581421,0.0075117480009794235,0.0
15545941,0,0.8999999761581421,0.008774581365287304,0.0
15545942,0,0.8999999761581421,0.008534194901585579,0.0
15545943,0,0.8999999761581421,0.00809535477310419,0.0
15545944,0,0.8999999761581421,0.009000133723020554,0.0
15545945,0,0.8999999761581421,0.007808944210410118,0.0
15545946,0,0.8999999761581421,0.008164795115590096,0.0
15545947,0,0.8999999761581421,0.008968263864517212,0.0
15545948,0,0.8999999761581421,0.009029306471347809,0.0
15545949,0,0.8999999761581421,0.009957094676792622,0.0
15545950,0,0.8999999761581421,0.009312701411545277,0.0
15545951,0,0.8999999761581421,0.011060512624680996,0.0
15545952,0,0.8999999761581421,0.01020276639610529,0.0
15545953,0,0.8999999761581421,0.010260188020765781,0.0
15545954,0,0.8999999761581421,0.01157780084758997,0.0
15545955,0,0.8999999761581421,0.01141117513179779,0.0
15545956,0,0.8999999761581421,0.011303569190204144,0.0
15545957,0,0.8999999761581421,0.012583274394273758,0.0
15545958,0,0.8999999761581421,0.011622852645814419,0.0
15545959,0,0.8999999761581421,0.012064793147146702,0.0
15545960,0,0.8999999761581421,0.013192160055041313,0.0
15545961,0,0.8999999761581421,0.014742916449904442,0.0
15545962,0,0.8999999761581421,0.013884958811104298,0.0
15545963,0,0.8999999761581421,0.012591675855219364,0.0
15545964,0,0.8999999761581421,0.013169627636671066,0.0
15545965,0,0.8999999761581421,0.01414202619343996,0.0
15545966,0,0.8999999761581421,0.01229485310614109,0.0
15545967,0,0.8999999761581421,0.013495893217623234,0.0
15545968,0,0.8999999761581421,0.014368340373039246,0.0
15545969,0,0.8999999761581421,0.012772224843502045,0.0
15545970,0,0.8999999761581421,0.013499367982149124,0.0
15545971,0,0.8999999761581421,0.013538780622184277,0.0
15545972,0,0.8999999761581421,0.013944314792752266,0.0
15545973,0,0.8999999761581421,0.01372021809220314,0.0
15545974,0,0.8999999761581421,0.013324425555765629,0.0
15545975,0,0.8999999761581421,0.01626703329384327,0.0
15545976,0,0.8999999761581421,0.01400043535977602,0.0
15545977,0,0.8999999761581421,0.014328669756650925,0.0
15545978,0,0.8999999761581421,0.014958829618990421,0.0
15545979,0,0.8999999761581421,0.014868376776576042,0.0
15545980,0,0.8999999761581421,0.013542369939386845,0.0
15545981,0,0.8999999761581421,0.015457618981599808,0.0
15545982,0,0.8999999761581421,0.015863411128520966,0.0
15545983,0,0.8999999761581421,0.015355389565229416,0.0
15545984,0,0.8999999761581421,0.01605488918721676,0.0
15545985,0,0.8999999761581421,0.014328953810036182,0.0
15545986,0,0.8999999761581421,0.014438347890973091,0.0
15545987,0,0.8999999761581421,0.013664945028722286,0.0
15545988,0,0.8999999761581421,0.013824496418237686,0.0
15545989,0,0.8999999761581421,0.015391908586025238,0.0
15545990,0,0.8999999761581421,0.013328921049833298,0.0
15545991,0,0.8999999761581421,0.015008922666311264,0.0
15545992,0,0.8999999761581421,0.014161434955894947,0.0
15545993,0,0.8999999761581421,0.014041624963283539,0.0
15545994,0,0.8999999761581421,0.014357741922140121,0.0
15545995,0,0.8999999761581421,0.014317648485302925,0.0
15545996,0,0.8999999761581421,0.015260667540133,0.0
15545997,0,0.8999999761581421,0.015524102374911308,0.0
15545998,0,0.8999999761581421,0.014761017635464668,0.0
15545999,0,0.8999999761581421,0.015605526976287365,0.0
15546000,0,0.8999999761581421,0.01564544066786766,0.0
15546001,0,0.8999999761581421,0.015030155889689922,0.0
15546002,0,0.8999999761581421,0.015668923035264015,0.0
15546003,0,0.8999999761581421,0.015551120042800903,0.0
15546004,0,0.8999999761581421,0.0152874905616045,0.0
15546005,0,0.8999999761581421,0.015641555190086365,0.0
15546006,0,0.8999999761581421,0.014588309451937675,0.0
15546007,0,0.8999999761581421,0.016103077679872513,0.0
15546008,0,0.8999999761581421,0.014546784572303295,0.0
15546009,0,0.8999999761581421,0.014533508569002151,0.0
15546010,0,0.8999999761581421,0.01609760895371437,0.0
15546011,0,0.8999999761581421,0.014715909957885742,0.0
15546012,0,0.8999999761581421,0.013858987018465996,0.0
15546013,0,0.8999999761581421,0.014733134768903255,0.0
15546014,0,0.8999999761581421,0.014806040562689304,0.0
15546015,0,0.8999999761581421,0.013872469775378704,0.0
15546016,0,0.8999999761581421,0.015644479542970657,0.0
15546017,0,0.8999999761581421,0.016330156475305557,0.0
15546018,0,0.8999999761581421,0.01679721288383007,0.0
15546019,0,0.8999999761581421,0.015660660341382027,0.0
15546020,0,0.8999999761581421,0.01414075680077076,0.0
15546021,0,0.8999999761581421,0.014506499283015728,0.0
15546022,0,0.8999999761581421,0.010980731807649136,0.0
15546023,0,0.8999999761581421,0.011317980475723743,0.0
15546024,0,0.8999999761581421,0.009018221870064735,0.0
15546025,0,0.8999999761581421,0.008042633533477783,0.0
15546026,0,0.8999999761581421,0.006719518918544054,0.0
15546027,0,0.8999999761581421,0.00620615016669035,0.0
15546028,0,0.8999999761581421,0.006281473208218813,0.0
15546029,0,0.8999999761581421,0.005137074738740921,0.0
15546030,0,0.8999999761581421,0.0045998478308320045,0.0
