ts,agent_id,throttle,steer,brake
19634,0,0.8999999761581421,-0.0019148956052958965,0.0
19635,0,0.8999999761581421,-0.011255252175033092,0.0
19636,0,0.8999999761581421,-0.0020950715988874435,0.0
19637,0,0.8999999761581421,-0.006768385414034128,0.0
19638,0,0.8999999761581421,-0.0021693792659789324,0.0
19639,0,0.8999999761581421,0.0034832449164241552,0.0
19640,0,0.8999999761581421,0.006437830626964569,0.0
19641,0,0.8999999761581421,0.006634037010371685,0.0
19642,0,0.8999999761581421,0.011910605244338512,0.0
19643,0,0.8999999761581421,0.03382042050361633,0.0
19644,0,0.8999999761581421,0.03189561516046524,0.0
19645,0,0.8999999761581421,0.04574524983763695,0.0
19646,0,0.8999999761581421,0.03131304308772087,0.0
19647,0,0.8999999761581421,0.03497607633471489,0.0
19648,0,0.8999999761581421,0.0527731254696846,0.0
19649,0,0.8999999761581421,0.039116986095905304,0.0
19650,0,0.8999999761581421,0.052030377089977264,0.0
19651,0,0.8999999761581421,0.038203164935112,0.0
19652,0,0.8999999761581421,0.04094311594963074,0.0
19653,0,0.8999999761581421,0.027418190613389015,0.0
19654,0,0.8999999761581421,0.018268603831529617,0.0
19655,0,0.8999999761581421,0.02192906104028225,0.0
19656,0,0.8999999761581421,0.01769068092107773,0.0
19657,0,0.8999999761581421,0.019734639674425125,0.0
19658,0,0.8999999761581421,0.014878877438604832,0.0
19659,0,0.8999999761581421,0.015499112196266651,0.0
19660,0,0.8999999761581421,0.015300506725907326,0.0
19661,0,0.8999999761581421,0.0177481509745121,0.0
19662,0,0.8999999761581421,0.01836557686328888,0.0
19663,0,0.8999999761581421,0.014237874187529087,0.0
19664,0,0.8999999761581421,0.01706049032509327,0.0
19665,0,0.8999999761581421,0.016207220032811165,0.0
19666,0,0.8999999761581421,0.015783973038196564,0.0
19667,0,0.8999999761581421,0.0165354385972023,0.0
19668,0,0.8999999761581421,0.017413316294550896,0.0
19669,0,0.8999999761581421,0.01845434308052063,0.0
19670,0,0.8999999761581421,0.015506242401897907,0.0
19671,0,0.8999999761581421,0.018488863483071327,0.0
19672,0,0.8999999761581421,0.017157621681690216,0.0
19673,0,0.8999999761581421,0.017896484583616257,0.0
19674,0,0.8999999761581421,0.015957290306687355,0.0
19675,0,0.8999999761581421,0.018382804468274117,0.0
19676,0,0.8999999761581421,0.019141744822263718,0.0
19677,0,0.8999999761581421,0.017515379935503006,0.0
19678,0,0.8999999761581421,0.018522294238209724,0.0
19679,0,0.8999999761581421,0.01831979863345623,0.0
19680,0,0.8999999761581421,0.01802428625524044,0.0
19681,0,0.8999999761581421,0.018376369029283524,0.0
19682,0,0.8999999761581421,0.018079256638884544,0.0
19683,0,0.8999999761581421,0.019075140357017517,0.0
19684,0,0.8999999761581421,0.016463395208120346,0.0
19685,0,0.8999999761581421,0.01775030978024006,0.0
19686,0,0.8999999761581421,0.018206516280770302,0.0
19687,0,0.8999999761581421,0.01535770483314991,0.0
19688,0,0.8999999761581421,0.016323905438184738,0.0
19689,0,0.8999999761581421,0.015982765704393387,0.0
19690,0,0.8999999761581421,0.014282680116593838,0.0
19691,0,0.8999999761581421,0.014072749763727188,0.0
19692,0,0.8999999761581421,0.013980063609778881,0.0
19693,0,0.8999999761581421,0.014861327596008778,0.0
19694,0,0.8999999761581421,0.01360554900020361,0.0
19695,0,0.8999999761581421,0.013411607593297958,0.0
19696,0,0.8999999761581421,0.015352491289377213,0.0
19697,0,0.8999999761581421,0.01419141422957182,0.0
19698,0,0.8999999761581421,0.012083214707672596,0.0
19699,0,0.8999999761581421,0.013354049995541573,0.0
19700,0,0.8999999761581421,0.015105058439075947,0.0
19701,0,0.8999999761581421,0.015016080811619759,0.0
19702,0,0.8999999761581421,0.01437265146523714,0.0
19703,0,0.8999999761581421,0.015209454111754894,0.0
19704,0,0.8999999761581421,0.015686340630054474,0.0
19705,0,0.8999999761581421,0.013806377537548542,0.0
19706,0,0.8999999761581421,0.01326801348477602,0.0
19707,0,0.8999999761581421,0.015346314758062363,0.0
19708,0,0.8999999761581421,0.014063184149563313,0.0
19709,0,0.8999999761581421,0.015001648105680943,0.0
19710,0,0.8999999761581421,0.015384931117296219,0.0
19711,0,0.8999999761581421,0.015232978388667107,0.0
19712,0,0.8999999761581421,0.01259277667850256,0.0
19713,0,0.8999999761581421,0.013914328999817371,0.0
19714,0,0.8999999761581421,0.013236317783594131,0.0
19715,0,0.8999999761581421,0.01337321288883686,0.0
19716,0,0.8999999761581421,0.01455003209412098,0.0
19717,0,0.8999999761581421,0.014968521893024445,0.0
19718,0,0.8999999761581421,0.014989406801760197,0.0
19719,0,0.8999999761581421,0.012790152803063393,0.0
19720,0,0.8999999761581421,0.013356483541429043,0.0
19721,0,0.8999999761581421,0.014255210757255554,0.0
19722,0,0.8999999761581421,0.012604974210262299,0.0
19723,0,0.8999999761581421,0.013154874555766582,0.0
19724,0,0.8999999761581421,0.01521303690969944,0.0
19725,0,0.8999999761581421,0.01558263972401619,0.0
19726,0,0.8999999761581421,0.013546119444072247,0.0
19727,0,0.8999999761581421,0.01365724392235279,0.0
19728,0,0.8999999761581421,0.013556416146457195,0.0
19729,0,0.8999999761581421,0.013238774612545967,0.0
19730,0,0.8999999761581421,0.012959950603544712,0.0
19731,0,0.8999999761581421,0.01284132618457079,0.0
19732,0,0.8999999761581421,0.014487484470009804,0.0
19733,0,0.8999999761581421,0.012730913236737251,0.0
19734,0,0.8999999761581421,0.014351078309118748,0.0
19735,0,0.8999999761581421,0.012368189170956612,0.0
19736,0,0.8999999761581421,0.012425477616488934,0.0
19737,0,0.8999999761581421,0.01101419236510992,0.0
19738,0,0.8999999761581421,0.012423675507307053,0.0
19739,0,0.8999999761581421,0.016048282384872437,0.0
19740,0,0.8999999761581421,0.01135378796607256,0.0
19741,0,0.8999999761581421,0.01469467207789421,0.0
19742,0,0.8999999761581421,0.012282535433769226,0.0
19743,0,0.8999999761581421,0.017899133265018463,0.0
19744,0,0.8999999761581421,0.01415980700403452,0.0
19745,0,0.8999999761581421,0.014495819807052612,0.0
19746,0,0.8999999761581421,0.013221182860434055,0.0
19747,0,0.8999999761581421,0.009136947803199291,0.0
19748,0,0.8999999761581421,0.006068352609872818,0.0
19749,0,0.8999999761581421,0.001914954511448741,0.0
19750,0,0.8999999761581421,0.0018155894940719008,0.0
19751,0,0.8999999761581421,0.00015355829964391887,0.0
19752,0,0.8999999761581421,-0.00036766339326277375,0.0
19753,0,0.8999999761581421,-0.002414470538496971,0.0
19754,0,0.8999999761581421,-0.002072700532153249,0.0
19755,0,0.8999999761581421,-0.0011961141135543585,0.0
19756,0,0.8999999761581421,-0.001310579595156014,0.0
19757,0,0.8999999761581421,-0.0014721263432875276,0.0
19758,0,0.8999999761581421,2.3813168809283525e-05,0.0
19759,0,0.8999999761581421,-0.0011434832122176886,0.0
19760,0,0.8999999761581421,-0.004059907048940659,0.0
19761,0,0.8999999761581421,-0.004078587517142296,0.0
19762,0,0.8999999761581421,-0.004818613175302744,0.0
19763,0,0.8999999761581421,-0.006451245862990618,0.0
19764,0,0.8999999761581421,-0.005548121407628059,0.0
