ts,agent_id,x,y,z,v
19634,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
19635,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
19636,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
19637,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
19638,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
19639,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
19640,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
19641,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
19642,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.612187652885174e-08
19643,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.50683682057507e-08
19644,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.072995737741963e-08
19645,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.376590735132599e-08
19646,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.0002849055617561535
19647,0,192.36244201660156,-86.26265716552734,-0.03865550830960274,0.00111349714864054
19648,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.0004683415447596608
19649,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00012617371427448828
19650,0,192.36241149902344,-86.26263427734375,-0.021952513605356216,4.704933331420506e-05
19651,0,192.36241149902344,-86.26263427734375,-0.015612182207405567,0.00012499973875523585
19652,0,192.36241149902344,-86.26263427734375,-0.009513740427792072,0.00015452478461407004
19653,0,192.36244201660156,-86.26264190673828,-0.0038280105218291283,0.0001638052888377736
19654,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00015777126027733432
19655,0,192.36244201660156,-86.26264190673828,0.005999984685331583,0.0001491112725089071
19656,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013639755857118655
19657,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00012167409745180275
19658,0,192.36244201660156,-86.26265716552734,0.016817893832921982,0.0001089596976422301
19659,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.574596188162627e-05
19660,0,192.36245727539062,-86.26266479492188,0.021795310080051422,8.484808579072177e-05
19661,0,192.36245727539062,-86.26266479492188,0.02374771051108837,7.393013012257777e-05
19662,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.447401469157975e-05
19663,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.624678372086298e-05
19664,0,192.36245727539062,-86.2626724243164,0.02796676568686962,4.914269487190027e-05
19665,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.285519692250483e-05
19666,0,192.36245727539062,-86.2626724243164,0.029767073690891266,3.7690398168481984e-05
19667,0,192.36245727539062,-86.2626724243164,0.030449293553829193,3.2691994050698407e-05
19668,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.867127776195973e-05
19669,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.49946591806881e-05
19670,0,192.36245727539062,-86.2626724243164,0.031874656677246094,2.1745264861253744e-05
19671,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.8129223678938678e-05
19672,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.62336637382835e-05
19673,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.3822752237163485e-05
19674,0,192.36245727539062,-86.2626724243164,0.03285682573914528,1.2427541509776311e-05
19675,0,192.36245727539062,-86.2626724243164,0.033003728836774826,1.1087533854695248e-05
19676,0,192.36245727539062,-86.2626724243164,0.033124085515737534,9.568266843020948e-06
19677,0,192.36245727539062,-86.2626724243164,0.033222541213035583,7.92098341811151e-06
19678,0,192.36245727539062,-86.2626724243164,0.03330310806632042,7.041197828558901e-06
19679,0,192.36245727539062,-86.2626724243164,0.033368948847055435,6.017379530613826e-06
19680,0,192.36245727539062,-86.2626724243164,0.03342258557677269,5.426876884726168e-06
19681,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.930247430950417e-06
19682,0,192.36245727539062,-86.26268005371094,0.0334714874625206,4.0742210395001377e-07
19683,0,192.36245727539062,-86.26268005371094,0.03348476439714432,3.2651045135118396e-07
19684,0,192.36245727539062,-86.26268005371094,0.03350048139691353,3.8234182839692153e-07
19685,0,192.36245727539062,-86.26268005371094,0.033516958355903625,4.1407948288436157e-07
19686,0,192.36245727539062,-86.26268005371094,0.033533286303281784,4.4757097877456386e-07
19687,0,192.36245727539062,-86.26268005371094,0.03354877233505249,3.6332948321436883e-07
19688,0,192.36245727539062,-86.26268005371094,0.0335630401968956,2.554571899453253e-07
19689,0,192.36245727539062,-86.26268005371094,0.03357597440481186,2.918192571233959e-07
19690,0,192.36245727539062,-86.26268005371094,0.03358745574951172,2.1227840277855443e-07
19691,0,192.36245727539062,-86.26268005371094,0.0335976779460907,2.0929707553396574e-07
19692,0,192.36245727539062,-86.26268005371094,0.033606529235839844,1.5651754266934545e-07
19693,0,192.36245727539062,-86.26268005371094,0.033614158630371094,2.1027286737471304e-07
19694,0,192.36245727539062,-86.26268005371094,0.033620718866586685,1.3794250786566668e-07
19695,0,192.36245727539062,-86.26268005371094,0.03362640365958214,1.0578445021775857e-07
19696,0,192.36245727539062,-86.26268005371094,0.033631209284067154,7.919313479951633e-08
19697,0,192.36245727539062,-86.26268005371094,0.033635254949331284,1.2020671146692482e-07
19698,0,192.36245727539062,-86.26268005371094,0.0336386114358902,7.591858072273226e-08
19699,0,192.36245727539062,-86.26268005371094,0.0336386114358902,1.3398559225015064e-07
19700,0,192.36245727539062,-86.26268005371094,0.03364017233252525,1.3767340560579834e-07
19701,0,192.36245727539062,-86.26268005371094,0.033641546964645386,8.749040457145133e-08
19702,0,192.36245727539062,-86.26268005371094,0.0336429588496685,9.156086507220893e-08
19703,0,192.36245727539062,-86.26268005371094,0.033644407987594604,1.513423745255101e-07
19704,0,192.36245727539062,-86.26268005371094,0.03364578261971474,7.199913586132689e-08
19705,0,192.36245727539062,-86.26268005371094,0.033647000789642334,2.7370601515877488e-08
19706,0,192.36245727539062,-86.26268005371094,0.03364814817905426,1.5331277262573554e-07
19707,0,192.36245727539062,-86.26268005371094,0.033649176359176636,2.137005331403451e-08
19708,0,192.36245727539062,-86.26268005371094,0.033649176359176636,6.352003396994847e-08
19709,0,192.36245727539062,-86.26268005371094,0.03365089371800423,9.009517138988112e-08
19710,0,192.36245727539062,-86.26268005371094,0.03365089371800423,4.059250769630813e-08
19711,0,192.36245727539062,-86.26268005371094,0.03365215286612511,2.1322209909441542e-08
19712,0,192.36245727539062,-86.26268005371094,0.03365215286612511,1.3941664056396624e-07
19713,0,192.36245727539062,-86.26268005371094,0.03365215286612511,1.0536712646029978e-07
19714,0,192.36245727539062,-86.26268005371094,0.03365344926714897,1.090234153531218e-07
19715,0,192.36245727539062,-86.26268005371094,0.03365344926714897,3.280694678560618e-08
19716,0,192.36245727539062,-86.26268005371094,0.03365344926714897,5.711044492768731e-08
19717,0,192.36245727539062,-86.26268005371094,0.03365344926714897,1.4375683838620174e-07
19718,0,192.36245727539062,-86.26268005371094,0.03365344926714897,1.8163278814908065e-09
19719,0,192.36245727539062,-86.26268005371094,0.03365344926714897,6.5176263637980915e-09
19720,0,192.36245727539062,-86.26268005371094,0.03365344926714897,5.471268699848994e-09
19721,0,192.36245727539062,-86.26268005371094,0.03365344926714897,4.9005324968286146e-09
19722,0,192.36245727539062,-86.26268005371094,0.03365451842546463,4.3220060967695975e-09
19723,0,192.36245727539062,-86.26268005371094,0.03365451842546463,2.1115704807543004e-08
19724,0,192.36245727539062,-86.26268005371094,0.03365451842546463,1.9564394106597423e-09
19725,0,192.36245727539062,-86.26268005371094,0.03365451842546463,2.096459455634059e-09
19726,0,192.36245727539062,-86.26268005371094,0.03365451842546463,2.665890388022799e-09
19727,0,192.36245727539062,-86.26268005371094,0.03365451842546463,2.9836798332337456e-09
19728,0,192.36245727539062,-86.26266479492188,0.03365619480609894,0.0013565295535113119
19729,0,192.3624725341797,-86.25653839111328,0.03353572636842728,0.3201593730289105
19730,0,192.362548828125,-86.24253845214844,0.033331070095300674,0.6303186323171089
19731,0,192.3626251220703,-86.2209243774414,0.033090971410274506,0.9310785366080179
19732,0,192.3627471923828,-86.19197845458984,0.03284561261534691,1.2220141786790701
19733,0,192.36289978027344,-86.15595245361328,0.03261314332485199,1.5028330706207293
19734,0,192.363037109375,-86.1131362915039,0.03240314498543739,1.773340868551068
19735,0,192.3632049560547,-86.06375885009766,0.03222106769680977,2.0334902727665383
19736,0,192.36337280273438,-86.00810241699219,0.03206806257367134,2.2832415185953
19737,0,192.3635711669922,-85.9464111328125,0.03194389119744301,2.5227223154064315
19738,0,192.36378479003906,-85.87895965576172,0.03184673190116882,2.7520584984979695
19739,0,192.364013671875,-85.80597686767578,0.03177444264292717,2.9714855214249627
19740,0,192.3642578125,-85.72770690917969,0.031724393367767334,3.1812538490731606
19741,0,192.36434936523438,-85.64437103271484,0.03169391676783562,3.3816476359021514
19742,0,192.36448669433594,-85.55622100830078,0.03168018162250519,3.5731740363667455
19743,0,192.3645782470703,-85.46344757080078,0.03168117627501488,3.756090760853854
19744,0,192.3646240234375,-85.36625671386719,0.03169402852654457,3.930906467456206
19745,0,192.3645477294922,-85.26486206054688,0.031716879457235336,4.097926593774979
19746,0,192.3644256591797,-85.15943145751953,0.031747739762067795,4.258099478347487
19747,0,192.36422729492188,-85.05011749267578,0.031784821301698685,4.411792837354797
19748,0,192.364013671875,-84.93708801269531,0.03182658925652504,4.559371624843529
