,weather,scenario,status
663,snow-noon,ghost_cutin,Completed
664,clear-noon,ghost_cutin,Failed -- Simulator crashed
665,cloudy-noon,ghost_cutin,Completed
666,rain-noon,ghost_cutin,Completed
667,snow-noon,ghost_cutin,Completed
668,clear-noon,ghost_cutin,Completed
669,cloudy-noon,ghost_cutin,Completed
670,rain-noon,ghost_cutin,Completed
671,snow-noon,ghost_cutin,Completed
672,clear-noon,ghost_cutin,Completed
673,cloudy-noon,ghost_cutin,Completed
674,rain-noon,ghost_cutin,Completed
675,snow-noon,ghost_cutin,Completed
676,clear-noon,ghost_cutin,Completed
677,cloudy-noon,ghost_cutin,Completed
678,rain-noon,ghost_cutin,Failed -- Accident
679,snow-noon,ghost_cutin,Completed
680,clear-noon,ghost_cutin,Completed
681,cloudy-noon,ghost_cutin,Completed
682,rain-noon,ghost_cutin,Completed
683,snow-noon,ghost_cutin,Completed
684,clear-noon,ghost_cutin,Completed
685,cloudy-noon,ghost_cutin,Failed -- Accident
686,rain-noon,ghost_cutin,Failed -- Accident
687,snow-noon,ghost_cutin,Completed
688,clear-noon,ghost_cutin,Completed
689,cloudy-noon,ghost_cutin,Completed
690,rain-noon,ghost_cutin,Completed
691,snow-noon,ghost_cutin,Completed
692,clear-noon,ghost_cutin,Completed
693,cloudy-noon,ghost_cutin,Completed
694,rain-noon,ghost_cutin,Failed -- Accident
695,snow-noon,ghost_cutin,Completed
696,clear-noon,ghost_cutin,Completed
697,cloudy-noon,ghost_cutin,Completed
698,rain-noon,ghost_cutin,Completed
699,snow-noon,ghost_cutin,Completed
700,clear-noon,ghost_cutin,Completed
701,cloudy-noon,ghost_cutin,Completed
702,rain-noon,ghost_cutin,Completed
703,snow-noon,ghost_cutin,Completed
704,clear-noon,ghost_cutin,Completed
705,cloudy-noon,ghost_cutin,Completed
706,rain-noon,ghost_cutin,Completed
707,snow-noon,ghost_cutin,Completed
708,clear-noon,ghost_cutin,Completed
709,cloudy-noon,ghost_cutin,Completed
710,rain-noon,ghost_cutin,Completed
711,snow-noon,ghost_cutin,Completed
712,clear-noon,ghost_cutin,Completed
713,cloudy-noon,ghost_cutin,Completed
714,rain-noon,ghost_cutin,Completed
715,snow-noon,ghost_cutin,Failed -- Accident
716,clear-noon,ghost_cutin,Completed
717,cloudy-noon,ghost_cutin,Completed
718,rain-noon,ghost_cutin,Completed
719,snow-noon,ghost_cutin,Completed
720,clear-noon,ghost_cutin,Completed
721,cloudy-noon,ghost_cutin,Completed
722,rain-noon,ghost_cutin,Completed
723,snow-noon,ghost_cutin,Completed
724,clear-noon,ghost_cutin,Completed
725,cloudy-noon,ghost_cutin,Completed
726,rain-noon,ghost_cutin,Completed
727,snow-noon,ghost_cutin,Completed
728,clear-noon,ghost_cutin,Completed
729,cloudy-noon,ghost_cutin,Completed
730,rain-noon,ghost_cutin,Completed
731,snow-noon,ghost_cutin,Completed
732,clear-noon,ghost_cutin,Completed
733,cloudy-noon,ghost_cutin,Failed -- Accident
734,rain-noon,ghost_cutin,Failed -- Accident
735,snow-noon,ghost_cutin,Completed
736,clear-noon,ghost_cutin,Completed
737,cloudy-noon,ghost_cutin,Failed -- Accident
738,rain-noon,ghost_cutin,Completed
739,snow-noon,ghost_cutin,Failed -- Accident
740,clear-noon,ghost_cutin,Completed
741,cloudy-noon,ghost_cutin,Completed
742,rain-noon,ghost_cutin,Completed
743,snow-noon,ghost_cutin,Completed
744,clear-noon,ghost_cutin,Completed
745,cloudy-noon,ghost_cutin,Completed
746,rain-noon,ghost_cutin,Completed
747,snow-noon,ghost_cutin,Completed
748,clear-noon,ghost_cutin,Completed
749,cloudy-noon,ghost_cutin,Completed
750,rain-noon,ghost_cutin,Failed -- Accident
751,snow-noon,ghost_cutin,Completed
752,clear-noon,ghost_cutin,Completed
753,cloudy-noon,ghost_cutin,Completed
754,rain-noon,ghost_cutin,Completed
755,snow-noon,ghost_cutin,Completed
756,clear-noon,ghost_cutin,Completed
757,cloudy-noon,ghost_cutin,Completed
758,rain-noon,ghost_cutin,Completed
759,snow-noon,ghost_cutin,Completed
760,clear-noon,ghost_cutin,Completed
761,cloudy-noon,ghost_cutin,Completed
762,rain-noon,ghost_cutin,Completed
763,snow-noon,ghost_cutin,Failed -- Accident
764,clear-noon,ghost_cutin,Completed
765,cloudy-noon,ghost_cutin,Completed
766,rain-noon,ghost_cutin,Completed
767,snow-noon,ghost_cutin,Completed
768,clear-noon,ghost_cutin,Completed
769,cloudy-noon,ghost_cutin,Completed
770,rain-noon,ghost_cutin,Failed -- Accident
771,snow-noon,ghost_cutin,Completed
772,clear-noon,ghost_cutin,Completed
773,cloudy-noon,ghost_cutin,Completed
774,rain-noon,ghost_cutin,Failed -- Accident
775,snow-noon,ghost_cutin,Completed
776,clear-noon,ghost_cutin,Completed
777,cloudy-noon,ghost_cutin,Completed
778,rain-noon,ghost_cutin,Completed
779,snow-noon,ghost_cutin,Completed
780,clear-noon,ghost_cutin,Completed
781,cloudy-noon,ghost_cutin,Completed
782,rain-noon,ghost_cutin,Completed
783,snow-noon,ghost_cutin,Completed
784,clear-noon,ghost_cutin,Completed
785,cloudy-noon,ghost_cutin,Completed
786,rain-noon,ghost_cutin,Completed
787,snow-noon,ghost_cutin,Completed
788,clear-noon,ghost_cutin,Completed
789,cloudy-noon,ghost_cutin,Completed
790,rain-noon,ghost_cutin,Completed
791,snow-noon,ghost_cutin,Completed
792,clear-noon,ghost_cutin,Completed
793,cloudy-noon,ghost_cutin,Completed
794,rain-noon,ghost_cutin,Completed
795,snow-noon,ghost_cutin,Completed
796,clear-noon,ghost_cutin,Completed
797,cloudy-noon,ghost_cutin,Completed
798,rain-noon,ghost_cutin,Failed -- Accident
799,snow-noon,ghost_cutin,Completed
800,clear-noon,ghost_cutin,Completed
801,cloudy-noon,ghost_cutin,Completed
802,rain-noon,ghost_cutin,Completed
803,snow-noon,ghost_cutin,Failed -- Accident
804,clear-noon,ghost_cutin,Completed
805,cloudy-noon,ghost_cutin,Completed
806,rain-noon,ghost_cutin,Completed
807,snow-noon,ghost_cutin,Completed
808,clear-noon,ghost_cutin,Completed
809,cloudy-noon,ghost_cutin,Completed
810,rain-noon,ghost_cutin,Completed
811,snow-noon,ghost_cutin,Completed
812,clear-noon,ghost_cutin,Completed
813,cloudy-noon,ghost_cutin,Completed
814,rain-noon,ghost_cutin,Completed
815,snow-noon,ghost_cutin,Completed
816,clear-noon,ghost_cutin,Completed
817,cloudy-noon,ghost_cutin,Completed
818,rain-noon,ghost_cutin,Completed
819,snow-noon,ghost_cutin,Completed
820,clear-noon,ghost_cutin,Completed
821,cloudy-noon,ghost_cutin,Completed
822,rain-noon,ghost_cutin,Completed
823,snow-noon,ghost_cutin,Failed -- Accident
824,clear-noon,ghost_cutin,Completed
825,cloudy-noon,ghost_cutin,Completed
826,rain-noon,ghost_cutin,Completed
827,snow-noon,ghost_cutin,Completed
828,clear-noon,ghost_cutin,Completed
829,cloudy-noon,ghost_cutin,Completed
830,rain-noon,ghost_cutin,Completed
831,snow-noon,ghost_cutin,Completed
832,clear-noon,ghost_cutin,Completed
833,cloudy-noon,ghost_cutin,Completed
834,rain-noon,ghost_cutin,Completed
835,snow-noon,ghost_cutin,Completed
836,clear-noon,ghost_cutin,Completed
837,cloudy-noon,ghost_cutin,Completed
838,rain-noon,ghost_cutin,Failed -- Accident
839,snow-noon,ghost_cutin,Completed
840,clear-noon,ghost_cutin,Completed
841,cloudy-noon,ghost_cutin,Completed
842,rain-noon,ghost_cutin,Completed
843,snow-noon,ghost_cutin,Failed -- Accident
844,clear-noon,ghost_cutin,Completed
845,cloudy-noon,ghost_cutin,Completed
846,rain-noon,ghost_cutin,Completed
847,snow-noon,ghost_cutin,Completed
848,clear-noon,ghost_cutin,Completed
849,cloudy-noon,ghost_cutin,Completed
850,rain-noon,ghost_cutin,Completed
851,snow-noon,ghost_cutin,Completed
852,clear-noon,ghost_cutin,Completed
853,cloudy-noon,ghost_cutin,Completed
854,rain-noon,ghost_cutin,Completed
855,snow-noon,ghost_cutin,Completed
856,clear-noon,ghost_cutin,Completed
857,cloudy-noon,ghost_cutin,Completed
858,rain-noon,ghost_cutin,Completed
859,snow-noon,ghost_cutin,Failed -- Accident
860,clear-noon,ghost_cutin,Completed
861,cloudy-noon,ghost_cutin,Completed
862,rain-noon,ghost_cutin,Failed -- Accident
863,snow-noon,ghost_cutin,Completed
864,clear-noon,ghost_cutin,Completed
865,cloudy-noon,ghost_cutin,Completed
866,rain-noon,ghost_cutin,Completed
867,snow-noon,ghost_cutin,Completed
868,clear-noon,ghost_cutin,Completed
869,cloudy-noon,ghost_cutin,Completed
870,rain-noon,ghost_cutin,Completed
871,snow-noon,ghost_cutin,Completed
872,clear-noon,ghost_cutin,Completed
873,cloudy-noon,ghost_cutin,Failed -- Accident
874,rain-noon,ghost_cutin,Completed
875,snow-noon,ghost_cutin,Completed
876,clear-noon,ghost_cutin,Completed
877,cloudy-noon,ghost_cutin,Completed
878,rain-noon,ghost_cutin,Completed
879,snow-noon,ghost_cutin,Completed
880,clear-noon,ghost_cutin,Completed
881,cloudy-noon,ghost_cutin,Completed
882,rain-noon,ghost_cutin,Completed
883,snow-noon,ghost_cutin,Completed
884,clear-noon,ghost_cutin,Completed
885,cloudy-noon,ghost_cutin,Completed
886,rain-noon,ghost_cutin,Completed
887,snow-noon,ghost_cutin,Completed
888,clear-noon,ghost_cutin,Completed
889,cloudy-noon,ghost_cutin,Completed
890,rain-noon,ghost_cutin,Completed
891,snow-noon,ghost_cutin,Completed
892,clear-noon,ghost_cutin,Completed
893,cloudy-noon,ghost_cutin,Completed
894,rain-noon,ghost_cutin,Completed
895,snow-noon,ghost_cutin,Failed -- Accident
896,clear-noon,ghost_cutin,Completed
897,cloudy-noon,ghost_cutin,Completed
898,rain-noon,ghost_cutin,Completed
899,snow-noon,ghost_cutin,Completed
900,clear-noon,ghost_cutin,Completed
901,cloudy-noon,ghost_cutin,Completed
902,rain-noon,ghost_cutin,Completed
903,snow-noon,ghost_cutin,Completed
904,clear-noon,ghost_cutin,Completed
905,cloudy-noon,ghost_cutin,Completed
906,rain-noon,ghost_cutin,Completed
907,snow-noon,ghost_cutin,Completed
908,clear-noon,ghost_cutin,Completed
909,cloudy-noon,ghost_cutin,Completed
910,rain-noon,ghost_cutin,Failed -- Accident
911,snow-noon,ghost_cutin,Completed
912,clear-noon,ghost_cutin,Completed
913,cloudy-noon,ghost_cutin,Completed
914,rain-noon,ghost_cutin,Failed -- Accident
915,snow-noon,ghost_cutin,Failed -- Accident
916,clear-noon,ghost_cutin,Completed
917,cloudy-noon,ghost_cutin,Completed
918,rain-noon,ghost_cutin,Completed
919,snow-noon,ghost_cutin,Completed
920,clear-noon,ghost_cutin,Completed
921,cloudy-noon,ghost_cutin,Completed
922,rain-noon,ghost_cutin,Completed
923,snow-noon,ghost_cutin,Completed
924,clear-noon,ghost_cutin,Completed
925,cloudy-noon,ghost_cutin,Completed
926,rain-noon,ghost_cutin,Completed
927,snow-noon,ghost_cutin,Failed -- Accident
928,clear-noon,ghost_cutin,Completed
929,cloudy-noon,ghost_cutin,Completed
930,rain-noon,ghost_cutin,Completed
931,snow-noon,ghost_cutin,Failed -- Accident
932,clear-noon,ghost_cutin,Completed
933,cloudy-noon,ghost_cutin,Completed
934,rain-noon,ghost_cutin,Completed
935,snow-noon,ghost_cutin,Completed
936,clear-noon,ghost_cutin,Completed
937,cloudy-noon,ghost_cutin,Completed
938,rain-noon,ghost_cutin,Completed
939,snow-noon,ghost_cutin,Completed
940,clear-noon,ghost_cutin,Completed
941,cloudy-noon,ghost_cutin,Completed
942,rain-noon,ghost_cutin,Completed
943,snow-noon,ghost_cutin,Completed
944,clear-noon,ghost_cutin,Completed
945,cloudy-noon,ghost_cutin,Completed
946,rain-noon,ghost_cutin,Completed
947,snow-noon,ghost_cutin,Completed
948,clear-noon,ghost_cutin,Completed
949,cloudy-noon,ghost_cutin,Completed
950,rain-noon,ghost_cutin,Completed
951,snow-noon,ghost_cutin,Failed -- Accident
952,clear-noon,ghost_cutin,Completed
953,cloudy-noon,ghost_cutin,Completed
954,rain-noon,ghost_cutin,Completed
955,snow-noon,ghost_cutin,Completed
956,clear-noon,ghost_cutin,Completed
957,cloudy-noon,ghost_cutin,Completed
958,rain-noon,ghost_cutin,Completed
959,snow-noon,ghost_cutin,Completed
960,clear-noon,ghost_cutin,Completed
961,cloudy-noon,ghost_cutin,Completed
962,rain-noon,ghost_cutin,Failed -- Accident
963,snow-noon,ghost_cutin,Completed
964,clear-noon,ghost_cutin,Completed
965,cloudy-noon,ghost_cutin,Completed
966,rain-noon,ghost_cutin,Completed
967,snow-noon,ghost_cutin,Completed
968,clear-noon,ghost_cutin,Completed
969,cloudy-noon,ghost_cutin,Completed
970,rain-noon,ghost_cutin,Completed
971,snow-noon,ghost_cutin,Failed -- Accident
972,clear-noon,ghost_cutin,Completed
973,cloudy-noon,ghost_cutin,Completed
974,rain-noon,ghost_cutin,Completed
975,snow-noon,ghost_cutin,Completed
976,clear-noon,ghost_cutin,Completed
977,cloudy-noon,ghost_cutin,Completed
978,rain-noon,ghost_cutin,Completed
979,snow-noon,ghost_cutin,Completed
980,clear-noon,ghost_cutin,Completed
981,cloudy-noon,ghost_cutin,Completed
982,rain-noon,ghost_cutin,Completed
983,snow-noon,ghost_cutin,Completed
984,clear-noon,ghost_cutin,Completed
985,cloudy-noon,ghost_cutin,Completed
986,rain-noon,ghost_cutin,Completed
987,snow-noon,ghost_cutin,Completed
988,clear-noon,ghost_cutin,Completed
989,cloudy-noon,ghost_cutin,Completed
990,rain-noon,ghost_cutin,Completed
991,snow-noon,ghost_cutin,Completed
992,clear-noon,ghost_cutin,Completed
993,cloudy-noon,ghost_cutin,Completed
994,rain-noon,ghost_cutin,Completed
995,snow-noon,ghost_cutin,Completed
996,clear-noon,ghost_cutin,Completed
997,cloudy-noon,ghost_cutin,Completed
998,rain-noon,ghost_cutin,Completed
999,snow-noon,ghost_cutin,Completed
1000,clear-noon,ghost_cutin,Completed
1001,cloudy-noon,ghost_cutin,Completed
1002,rain-noon,ghost_cutin,Completed
1003,snow-noon,ghost_cutin,Completed
1004,clear-noon,ghost_cutin,Completed
1005,cloudy-noon,ghost_cutin,Completed
1006,rain-noon,ghost_cutin,Completed
1007,snow-noon,ghost_cutin,Completed
1008,clear-noon,ghost_cutin,Failed -- Simulator crashed
1009,cloudy-noon,ghost_cutin,Completed
1010,rain-noon,ghost_cutin,Completed
1011,snow-noon,ghost_cutin,Completed
1012,clear-noon,ghost_cutin,Completed
1013,cloudy-noon,ghost_cutin,Completed
1014,rain-noon,ghost_cutin,Failed -- Accident
1015,snow-noon,ghost_cutin,Failed -- Accident
1016,clear-noon,ghost_cutin,Completed
1017,cloudy-noon,ghost_cutin,Completed
1018,rain-noon,ghost_cutin,Completed
1019,snow-noon,ghost_cutin,Completed
1020,clear-noon,ghost_cutin,Completed
1021,cloudy-noon,ghost_cutin,Completed
1022,rain-noon,ghost_cutin,Completed
1023,snow-noon,ghost_cutin,Completed
1024,clear-noon,ghost_cutin,Completed
1025,cloudy-noon,ghost_cutin,Completed
1026,rain-noon,ghost_cutin,Completed
1027,snow-noon,ghost_cutin,Completed
1028,clear-noon,ghost_cutin,Completed
1029,cloudy-noon,ghost_cutin,Completed
1030,rain-noon,ghost_cutin,Completed
1031,snow-noon,ghost_cutin,Failed -- Accident
1032,clear-noon,ghost_cutin,Completed
1033,cloudy-noon,ghost_cutin,Completed
1034,rain-noon,ghost_cutin,Completed
1035,snow-noon,ghost_cutin,Completed
1036,clear-noon,ghost_cutin,Completed
1037,cloudy-noon,ghost_cutin,Completed
1038,rain-noon,ghost_cutin,Failed -- Accident
1039,snow-noon,ghost_cutin,Failed -- Accident
1040,clear-noon,ghost_cutin,Completed
1041,cloudy-noon,ghost_cutin,Completed
1042,rain-noon,ghost_cutin,Completed
1043,snow-noon,ghost_cutin,Completed
1044,clear-noon,ghost_cutin,Completed
1045,cloudy-noon,ghost_cutin,Completed
1046,rain-noon,ghost_cutin,Failed -- Accident
1047,snow-noon,ghost_cutin,Completed
1048,clear-noon,ghost_cutin,Completed
1049,cloudy-noon,ghost_cutin,Completed
1050,rain-noon,ghost_cutin,Completed
1051,snow-noon,ghost_cutin,Completed
1052,clear-noon,ghost_cutin,Completed
1053,cloudy-noon,ghost_cutin,Completed
1054,rain-noon,ghost_cutin,Completed
1055,snow-noon,ghost_cutin,Failed -- Accident
1056,clear-noon,ghost_cutin,Completed
1057,cloudy-noon,ghost_cutin,Completed
1058,rain-noon,ghost_cutin,Completed
1059,snow-noon,ghost_cutin,Completed
1060,clear-noon,ghost_cutin,Completed
1061,cloudy-noon,ghost_cutin,Completed
1062,rain-noon,ghost_cutin,Completed
1063,snow-noon,ghost_cutin,Completed
1064,clear-noon,ghost_cutin,Completed
1065,cloudy-noon,ghost_cutin,Completed
1066,rain-noon,ghost_cutin,Completed
1067,snow-noon,ghost_cutin,Failed -- Accident
1068,clear-noon,ghost_cutin,Completed
1069,cloudy-noon,ghost_cutin,Completed
1070,rain-noon,ghost_cutin,Completed
1071,snow-noon,ghost_cutin,Completed
1072,clear-noon,ghost_cutin,Completed
1073,cloudy-noon,ghost_cutin,Completed
1074,rain-noon,ghost_cutin,Completed
1075,snow-noon,ghost_cutin,Completed
1076,clear-noon,ghost_cutin,Completed
1077,cloudy-noon,ghost_cutin,Completed
1078,rain-noon,ghost_cutin,Completed
1079,snow-noon,ghost_cutin,Completed
1080,clear-noon,ghost_cutin,Completed
1081,cloudy-noon,ghost_cutin,Completed
1082,rain-noon,ghost_cutin,Completed
1083,snow-noon,ghost_cutin,Completed
1084,clear-noon,ghost_cutin,Completed
1085,cloudy-noon,ghost_cutin,Completed
1086,rain-noon,ghost_cutin,Completed
1087,snow-noon,ghost_cutin,Completed
1088,clear-noon,ghost_cutin,Completed
1089,cloudy-noon,ghost_cutin,Completed
1090,rain-noon,ghost_cutin,Completed
1091,snow-noon,ghost_cutin,Failed -- Accident
1092,clear-noon,ghost_cutin,Completed
1093,cloudy-noon,ghost_cutin,Completed
1094,rain-noon,ghost_cutin,Completed
1095,snow-noon,ghost_cutin,Completed
1096,clear-noon,ghost_cutin,Completed
1097,cloudy-noon,ghost_cutin,Failed -- Accident
1098,rain-noon,ghost_cutin,Completed
1099,snow-noon,ghost_cutin,Completed
1100,clear-noon,ghost_cutin,Completed
1101,cloudy-noon,ghost_cutin,Completed
1102,rain-noon,ghost_cutin,Completed
1103,snow-noon,ghost_cutin,Completed
1104,clear-noon,ghost_cutin,Completed
1105,cloudy-noon,ghost_cutin,Completed
1106,rain-noon,ghost_cutin,Completed
1107,snow-noon,ghost_cutin,Completed
1108,clear-noon,ghost_cutin,Completed
1109,cloudy-noon,ghost_cutin,Completed
1110,rain-noon,ghost_cutin,Completed
1111,snow-noon,ghost_cutin,Completed
1112,clear-noon,ghost_cutin,Completed
1113,cloudy-noon,ghost_cutin,Completed
1114,rain-noon,ghost_cutin,Completed
1115,snow-noon,ghost_cutin,Completed
1116,clear-noon,ghost_cutin,Completed
1117,cloudy-noon,ghost_cutin,Completed
1118,rain-noon,ghost_cutin,Completed
1119,snow-noon,ghost_cutin,Completed
1120,clear-noon,ghost_cutin,Completed
1121,cloudy-noon,ghost_cutin,Completed
1122,rain-noon,ghost_cutin,Completed
1123,snow-noon,ghost_cutin,Completed
1124,clear-noon,ghost_cutin,Completed
1125,cloudy-noon,ghost_cutin,Completed
1126,rain-noon,ghost_cutin,Completed
1127,snow-noon,ghost_cutin,Completed
1128,clear-noon,ghost_cutin,Completed
1129,cloudy-noon,ghost_cutin,Completed
1130,rain-noon,ghost_cutin,Failed -- Accident
1131,snow-noon,ghost_cutin,Completed
1132,clear-noon,ghost_cutin,Completed
1133,cloudy-noon,ghost_cutin,Completed
1134,rain-noon,ghost_cutin,Failed -- Accident
1135,snow-noon,ghost_cutin,Failed -- Accident
1136,clear-noon,ghost_cutin,Completed
1137,cloudy-noon,ghost_cutin,Completed
1138,rain-noon,ghost_cutin,Failed -- Accident
1139,snow-noon,ghost_cutin,Completed
1140,clear-noon,ghost_cutin,Completed
1141,cloudy-noon,ghost_cutin,Completed
1142,rain-noon,ghost_cutin,Failed -- Accident
1143,snow-noon,ghost_cutin,Completed
1144,clear-noon,ghost_cutin,Completed
1145,cloudy-noon,ghost_cutin,Completed
1146,rain-noon,ghost_cutin,Completed
1147,snow-noon,ghost_cutin,Completed
1148,clear-noon,ghost_cutin,Completed
1149,cloudy-noon,ghost_cutin,Completed
1150,rain-noon,ghost_cutin,Completed
1151,snow-noon,ghost_cutin,Completed
1152,clear-noon,ghost_cutin,Completed
1153,cloudy-noon,ghost_cutin,Completed
1154,rain-noon,ghost_cutin,Completed
1155,snow-noon,ghost_cutin,Failed -- Accident
1156,clear-noon,ghost_cutin,Completed
1157,cloudy-noon,ghost_cutin,Completed
1158,rain-noon,ghost_cutin,Completed
1159,snow-noon,ghost_cutin,Completed
1160,clear-noon,ghost_cutin,Failed -- Accident
1161,cloudy-noon,ghost_cutin,Completed
1162,rain-noon,ghost_cutin,Completed
1163,snow-noon,ghost_cutin,Completed
1164,clear-noon,ghost_cutin,Completed
1165,cloudy-noon,ghost_cutin,Completed
1166,rain-noon,ghost_cutin,Failed -- Accident
1167,snow-noon,ghost_cutin,Completed
1168,clear-noon,ghost_cutin,Completed
1169,cloudy-noon,ghost_cutin,Completed
1170,rain-noon,ghost_cutin,Completed
1171,snow-noon,ghost_cutin,Failed -- Accident
1172,clear-noon,ghost_cutin,Completed
1173,cloudy-noon,ghost_cutin,Completed
1174,rain-noon,ghost_cutin,Completed
1175,snow-noon,ghost_cutin,Completed
1176,clear-noon,ghost_cutin,Completed
1177,cloudy-noon,ghost_cutin,Completed
1178,rain-noon,ghost_cutin,Completed
1179,snow-noon,ghost_cutin,Completed
1180,clear-noon,ghost_cutin,Failed -- Simulator crashed
1181,cloudy-noon,ghost_cutin,Completed
1182,rain-noon,ghost_cutin,Completed
1183,snow-noon,ghost_cutin,Failed -- Accident
1184,clear-noon,ghost_cutin,Completed
1185,cloudy-noon,ghost_cutin,Completed
1186,rain-noon,ghost_cutin,Completed
1187,snow-noon,ghost_cutin,Completed
1188,clear-noon,ghost_cutin,Completed
1189,cloudy-noon,ghost_cutin,Completed
1190,rain-noon,ghost_cutin,Completed
1191,snow-noon,ghost_cutin,Completed
1192,clear-noon,ghost_cutin,Completed
1193,cloudy-noon,ghost_cutin,Completed
1194,rain-noon,ghost_cutin,Completed
1195,snow-noon,ghost_cutin,Completed
1196,clear-noon,ghost_cutin,Completed
1197,cloudy-noon,ghost_cutin,Completed
1198,rain-noon,ghost_cutin,Completed
1199,snow-noon,ghost_cutin,Completed
1200,clear-noon,ghost_cutin,Completed
1201,cloudy-noon,ghost_cutin,Completed
1202,rain-noon,ghost_cutin,Completed
1203,snow-noon,ghost_cutin,Completed
1204,clear-noon,ghost_cutin,Completed
1205,cloudy-noon,ghost_cutin,Completed
1206,rain-noon,ghost_cutin,Completed
1207,snow-noon,ghost_cutin,Failed -- Accident
1208,clear-noon,ghost_cutin,Completed
1209,cloudy-noon,ghost_cutin,Completed
1210,rain-noon,ghost_cutin,Completed
1211,snow-noon,ghost_cutin,Completed
1212,clear-noon,ghost_cutin,Failed -- Simulator crashed
1213,cloudy-noon,ghost_cutin,Completed
1214,rain-noon,ghost_cutin,Completed
1215,snow-noon,ghost_cutin,Failed -- Accident
1216,clear-noon,ghost_cutin,Completed
1217,cloudy-noon,ghost_cutin,Completed
1218,rain-noon,ghost_cutin,Completed
1219,snow-noon,ghost_cutin,Completed
1220,clear-noon,ghost_cutin,Completed
1221,cloudy-noon,ghost_cutin,Completed
1222,rain-noon,ghost_cutin,Failed -- Accident
1223,snow-noon,ghost_cutin,Completed
1224,clear-noon,ghost_cutin,Completed
1225,cloudy-noon,ghost_cutin,Completed
1226,rain-noon,ghost_cutin,Completed
1227,snow-noon,ghost_cutin,Completed
1228,clear-noon,ghost_cutin,Completed
1229,cloudy-noon,ghost_cutin,Completed
1230,rain-noon,ghost_cutin,Completed
1231,snow-noon,ghost_cutin,Completed
1232,clear-noon,ghost_cutin,Completed
1233,cloudy-noon,ghost_cutin,Completed
1234,rain-noon,ghost_cutin,Completed
1235,snow-noon,ghost_cutin,Completed
1236,clear-noon,ghost_cutin,Failed -- Simulator crashed
1237,cloudy-noon,ghost_cutin,Completed
1238,rain-noon,ghost_cutin,Completed
1239,snow-noon,ghost_cutin,Completed
1240,clear-noon,ghost_cutin,Completed
1241,cloudy-noon,ghost_cutin,Completed
1242,rain-noon,ghost_cutin,Completed
1243,snow-noon,ghost_cutin,Completed
1244,clear-noon,ghost_cutin,Completed
1245,cloudy-noon,ghost_cutin,Completed
1246,rain-noon,ghost_cutin,Completed
1247,snow-noon,ghost_cutin,Completed
1248,clear-noon,ghost_cutin,Completed
1249,cloudy-noon,ghost_cutin,Completed
1250,rain-noon,ghost_cutin,Completed
1251,snow-noon,ghost_cutin,Completed
1252,clear-noon,ghost_cutin,Completed
1253,cloudy-noon,ghost_cutin,Completed
1254,rain-noon,ghost_cutin,Completed
1255,snow-noon,ghost_cutin,Failed -- Accident
1256,clear-noon,ghost_cutin,Completed
1257,cloudy-noon,ghost_cutin,Completed
1258,rain-noon,ghost_cutin,Completed
1259,snow-noon,ghost_cutin,Completed
1260,clear-noon,ghost_cutin,Completed
1261,cloudy-noon,ghost_cutin,Completed
1262,rain-noon,ghost_cutin,Completed
1263,snow-noon,ghost_cutin,Completed
1264,clear-noon,ghost_cutin,Completed
1265,cloudy-noon,ghost_cutin,Completed
1266,rain-noon,ghost_cutin,Failed -- Accident
1267,snow-noon,ghost_cutin,Completed
1268,clear-noon,ghost_cutin,Completed
1269,cloudy-noon,ghost_cutin,Completed
1270,rain-noon,ghost_cutin,Completed
1271,snow-noon,ghost_cutin,Completed
1272,clear-noon,ghost_cutin,Completed
1273,cloudy-noon,ghost_cutin,Completed
1274,rain-noon,ghost_cutin,Completed
1275,snow-noon,ghost_cutin,Completed
1276,clear-noon,ghost_cutin,Completed
1277,cloudy-noon,ghost_cutin,Completed
1278,rain-noon,ghost_cutin,Completed
1279,snow-noon,ghost_cutin,Completed
1280,clear-noon,ghost_cutin,Completed
1281,cloudy-noon,ghost_cutin,Completed
1282,rain-noon,ghost_cutin,Completed
1283,snow-noon,ghost_cutin,Completed
1284,clear-noon,ghost_cutin,Completed
1285,cloudy-noon,ghost_cutin,Completed
1286,rain-noon,ghost_cutin,Completed
1287,snow-noon,ghost_cutin,Failed -- Accident
1288,clear-noon,ghost_cutin,Completed
1289,cloudy-noon,ghost_cutin,Completed
1290,rain-noon,ghost_cutin,Failed -- Accident
1291,snow-noon,ghost_cutin,Completed
1292,clear-noon,ghost_cutin,Completed
1293,cloudy-noon,ghost_cutin,Completed
1294,rain-noon,ghost_cutin,Completed
1295,snow-noon,ghost_cutin,Completed
1296,clear-noon,ghost_cutin,Completed
1297,cloudy-noon,ghost_cutin,Completed
1298,rain-noon,ghost_cutin,Completed
1299,snow-noon,ghost_cutin,Completed
1300,clear-noon,ghost_cutin,Completed
1301,cloudy-noon,ghost_cutin,Completed
1302,rain-noon,ghost_cutin,Completed
1303,snow-noon,ghost_cutin,Completed
1304,clear-noon,ghost_cutin,Completed
1305,cloudy-noon,ghost_cutin,Completed
1306,rain-noon,ghost_cutin,Completed
1307,snow-noon,ghost_cutin,Completed
1308,clear-noon,ghost_cutin,Completed
1309,cloudy-noon,ghost_cutin,Completed
1310,rain-noon,ghost_cutin,Completed
1311,snow-noon,ghost_cutin,Completed
1312,clear-noon,ghost_cutin,Completed
1313,cloudy-noon,ghost_cutin,Completed
