ts,agent_id,throttle,steer,brake
2072,0,0.8999999761581421,0.002235154388472438,0.0
2073,0,0.8999999761581421,0.0028620483353734016,0.0
2074,0,0.8999999761581421,0.004334290977567434,0.0
2075,0,0.8999999761581421,0.0030072287190705538,0.0
2076,0,0.8999999761581421,0.003895949572324753,0.0
2077,0,0.8999999761581421,0.004150412045419216,0.0
2078,0,0.8999999761581421,0.0029674924444407225,0.0
2079,0,0.8999999761581421,0.003971905447542667,0.0
2080,0,0.8999999761581421,0.0038828165270388126,0.0
2081,0,0.8999999761581421,0.0036664740182459354,0.0
2082,0,0.8999999761581421,0.0035568447783589363,0.0
2083,0,0.8999999761581421,0.003465597052127123,0.0
2084,0,0.8999999761581421,0.0033620991744101048,0.0
2085,0,0.8999999761581421,0.0033710775896906853,0.0
2086,0,0.8999999761581421,0.003128777490928769,0.0
2087,0,0.8999999761581421,0.003013857640326023,0.0
2088,0,0.8999999761581421,0.00286711473017931,0.0
2089,0,0.8999999761581421,0.00279115978628397,0.0
2090,0,0.8999999761581421,0.0028716372326016426,0.0
2091,0,0.8999999761581421,0.0028924518264830112,0.0
2092,0,0.8999999761581421,0.0027673961594700813,0.0
2093,0,0.8999999761581421,0.002926294459030032,0.0
2094,0,0.8999999761581421,0.002983695827424526,0.0
2095,0,0.8999999761581421,0.003111061407253146,0.0
2096,0,0.8999999761581421,0.003058001631870866,0.0
2097,0,0.8999999761581421,0.002950760070234537,0.0
2098,0,0.8999999761581421,0.0030451698694378138,0.0
2099,0,0.8999999761581421,0.0030097889248281717,0.0
2100,0,0.8999999761581421,0.003063598880544305,0.0
2101,0,0.8999999761581421,0.0030316459015011787,0.0
2102,0,0.8999999761581421,0.002954162424430251,0.0
2103,0,0.8999999761581421,0.003019662108272314,0.0
2104,0,0.8999999761581421,0.003093262668699026,0.0
2105,0,0.8999999761581421,0.003088183468207717,0.0
2106,0,0.8999999761581421,0.0031700783874839544,0.0
2107,0,0.8999999761581421,0.003044161945581436,0.0
2108,0,0.8999999761581421,0.0030649080872535706,0.0
2109,0,0.8999999761581421,0.0031310096383094788,0.0
2110,0,0.8999999761581421,0.0032249183859676123,0.0
2111,0,0.8999999761581421,0.0031674320343881845,0.0
2112,0,0.8999999761581421,0.0031181136146187782,0.0
2113,0,0.8999999761581421,0.0031185292173177004,0.0
2114,0,0.8999999761581421,0.0031643228139728308,0.0
2115,0,0.8999999761581421,0.0031251416075974703,0.0
2116,0,0.8999999761581421,0.003092736704275012,0.0
2117,0,0.8999999761581421,0.0031354764942079782,0.0
2118,0,0.8999999761581421,0.0030803540721535683,0.0
2119,0,0.8999999761581421,0.0029422093648463488,0.0
